tablet_num	relation_type	subject	object	providence	period	dates_referenced	subject_tag	object_tag
P142788	person:delivers_animal  	ARAD2-mu	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.04.--.15 (us2 year)"	PN	ANIM
P142788	person_delivers:person_recieves	sagi	ARAD2-mu	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.04.--.15 (us2 year)"	PN_1	PN_2
P142790	person:delivers_animal  	szesz-kal-la	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.42.11.19"	PN	ANIM
P248901	person:delivers_animal  	sanga	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.03.25"	PN	ANIM
P249019	person:receives_animal  	masz2	ur-{d}suen	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Ibbi-Suen.02.05.00"	ANIM	PN
P330393	person:delivers_animal  	szar-ru-um-ba-ni	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" --.--.--.--"	PN	ANIM
P330633	person:delivers_animal  	lu2-{d}nanna	sila4	" Puzriš-Dagan (mod. Drehem) ?"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.08.08.23"	PN	ANIM
P100189	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.07.29 (us2 year)"	ANIM	PN
P100211	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.43.09.00"	ANIM	PN
P100214	person:delivers_animal  	ARAD2-mu	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.09.11.19"	PN	ANIM
P100265	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.11.08"	ANIM	PN
P145528	person:delivers_animal  	ur-nigar{gar}	masz2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.03.10.23"	PN	ANIM
P145498	person:is_king	en		" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.04.10.17"	PN	PN
P145526	person:delivers_animal  	ARAD2-mu	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.03.04.00 (us2 year)"	PN	ANIM
P100337	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.08.00"	ANIM	PN
P123489	person:delivers_animal  	ARAD2-mu	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.07.03 (us2 year)"	PN	ANIM
P123276	person:delivers_animal  	zabar-dab5	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.12.06"	PN	ANIM
P100972	person:delivers_animal  	e2-a-i3-li2	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.04.18"	PN	ANIM
P100974	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.04.20 (us2 year)"	ANIM	PN
P429942	person:delivers_animal  	szu-ru-usz-ki-in	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.04.00"	PN	ANIM
P100998	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.02.00, Šulgi.46.05.00"	ANIM	PN
P101317	person:receives_animal  	sila4	nu-banda3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.00.00"	ANIM	PN
P101339	person:delivers_animal  	nu-banda3	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.09.10.00"	PN	ANIM
P101416	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.04.10 (us2 year)"	ANIM	PN
P101434	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.08.05.00"	ANIM	PN
P101445	person:delivers_animal  	e2-a-i3-li2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.11.21"	PN	ANIM
P101770	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.08.09 (us2 year)"	ANIM	PN
P465833	person:delivers_animal  	ur-{d}en-lil2-la2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.06.10.14"	PN	ANIM
P102188	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.12.19"	ANIM	PN
P102343	person:delivers_animal  	e2-a-i3-li2	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.02.29"	PN	ANIM
P102526	person:delivers_animal  	di-ku5	masz2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.03.02.16"	PN	ANIM
P330239	person:delivers_animal  	lu2-bala-sa6-ga	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.12.28 (us2 year)"	PN	ANIM
P102819	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.03.27"	ANIM	PN
P102820	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.10.04"	ANIM	PN
P102900	person:delivers_animal  	nar	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.08.12.06"	PN	ANIM
P103087	person:receives_animal  	{ansze}kunga2	lu2-bala-sa6-ga	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.08.01.28"	ANIM	PN
P103304	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.06.00"	ANIM	PN
P103346	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.09.12.00"	ANIM	PN
P103463	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.09.22"	ANIM	PN
P103533	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.09.06.23"	ANIM	PN
P103788	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.04.10m.13 (intercalated)"	ANIM	PN
P103859	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.03.00.00"	PN	ANIM
P103904	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.10.00"	ANIM	PN
P103907	person:receives_animal  	masz2	sipa	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.04.08.02"	ANIM	PN
P104014	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.09.03.20"	ANIM	PN
P104032	person:delivers_animal  	ur-nigar{gar}	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.04.10.16"	PN	ANIM
P104069	person:delivers_animal  	lugal-nir-gal2	masz-da3	" Puzriš-Dagan (mod. Drehem) ?"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.02.07.00 (us2 year)"	PN	ANIM
P104212	person:receives_animal  	sila4	na-gada	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.04.00"	ANIM	PN
P104412	person:delivers_animal  	nin-dingir	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.04.12.21"	PN	ANIM
P104417	person:delivers_animal  	nu-banda3	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.09.11.17"	PN	ANIM
P104436	person:delivers_animal  	ARAD2-mu	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.07.09.00"	PN	ANIM
P104476	person:has_son	szesz-kal-la	ur-nigar	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.01.02.08"	PN_1	PN_2
P464281	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.08.06.13"	ANIM	PN
P104761	person:delivers_animal  	szu-ru-usz-ki-in	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.12.00"	PN	ANIM
P104777	person:delivers_animal  	nu-banda3	masz2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.11.07"	PN	ANIM
P105105	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.03.03.18 (us2 year)"	PN	ANIM
P105140	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.11.00, Šulgi.48.12.00"	PN	ANIM
P105815	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.02.00"	ANIM	PN
P105851	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.01.23"	ANIM	PN
P105991	person:delivers_animal  	szabra	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.08.09.30"	PN	ANIM
P106101	person:delivers_animal  	di-ku5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.06.06.17"	PN	ANIM
P106107	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.01.25"	ANIM	PN
P106117	person:delivers_animal  	ARAD2-mu	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.--.08.22"	PN	ANIM
P106174	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.04.00 (us2 year)"	ANIM	PN
P106176	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.06.18"	ANIM	PN
P106205	person:receives_animal  	masz2	na-gada	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.06.06.00"	ANIM	PN
P106312	person:has_son	lu2-{d}nanna	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.05.02 (us2 year)"	PN_1	PN_2
P106313	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.10.00 (us2 year)"	PN	ANIM
P106318	person:is_king	en		" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.11.02 (us2 year)"	PN	PN
P106328	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.05.02"	ANIM	PN
P106412	person:delivers_animal  	nir-i3-da-gal2	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.09.25"	PN	ANIM
P106857	person_delivers:person_recieves	{ansze}kunga2	lugal	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.07.04"	PN_1	PN_2
P145437	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem) ?"	" Ur III (ca. 2100-2000 BC)"	" 00.00.00.00"	ANIM	PN
P210103	person:delivers_animal  	ur-nigar	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.39.05.00"	PN	ANIM
P210104	person:receives_animal  	masz2	nir-i3-da-gal2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.09.11.05"	ANIM	PN
P390863	person:delivers_animal  	szar-ru-um-i3-li2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.08.08.09"	PN	ANIM
P210313	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.06.03.01"	ANIM	PN
P210320	person:delivers_animal  	na-gada	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.03.11.14"	PN	ANIM
P210322	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem) ?"	" Ur III (ca. 2100-2000 BC)"	" 00.00.07.00"	ANIM	PN
P210404	person:delivers_animal  	nu-banda3	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.04.10.19"	PN	ANIM
P211342	person:delivers_animal  	ur-{d}en-lil2-la2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.02.07.22"	PN	ANIM
P211366	person:delivers_animal  	nu-banda3	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.09.12.18"	PN	ANIM
P390996	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.04.02.-- (us2 year)"	ANIM	PN
P303373	person:receives_animal  	masz-da3	muhaldim	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.09.05"	ANIM	PN
P303414	person:delivers_animal  	szabra	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.05.04.07 (us2 year)"	PN	ANIM
P303426	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.08.02.25"	ANIM	PN
P303443	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.03.30"	ANIM	PN
P303446	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.06.03 (us2-us2 year)"	ANIM	PN
P303461	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.08.26"	ANIM	PN
P303471	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.03.01.10"	ANIM	PN
P303473	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.04.10 (us2 year)"	ANIM	PN
P303481	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.03.23"	ANIM	PN
P303485	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.07.09 (us2 year)"	ANIM	PN
P303488	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.04.28"	ANIM	PN
P303491	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.07.10.01"	ANIM	PN
P303494	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.03.14 (us2 year)"	ANIM	PN
P303500	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.03.10.30"	ANIM	PN
P303504	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.08.17"	ANIM	PN
P303507	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.08.10.00"	ANIM	PN
P303521	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.04.07.04"	ANIM	PN
P303539	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.07.06.13"	ANIM	PN
P303551	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.11.06 (us2 year)"	ANIM	PN
P303557	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.07.19"	ANIM	PN
P303563	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.05.18"	ANIM	PN
P303570	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.11.00, Amar-Suen.02.11.11 ?"	ANIM	PN
P303571	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.10.13"	ANIM	PN
P303577	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.12.13"	ANIM	PN
P303579	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.08.18"	ANIM	PN
P303584	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.00.00 ?"	ANIM	PN
P303622	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.11.13"	ANIM	PN
P303634	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.02.13"	ANIM	PN
P303665	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.04.06.18"	ANIM	PN
P303725	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.08.12.12"	ANIM	PN
P303729	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.42.00.00"	ANIM	PN
P303752	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.03.12.09"	ANIM	PN
P303768	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.04.11.01"	ANIM	PN
P303777	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.04.06.13"	ANIM	PN
P303785	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.05m.30 (intercalated) =? Šulgi.45.05.30 (intercalated?)"	ANIM	PN
P303788	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.06.04.05"	ANIM	PN
P303799	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.07.03.17"	ANIM	PN
P392635	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem) ?"	" Ur III (ca. 2100-2000 BC)"		ANIM	PN
P368370	person:delivers_animal  	nu-banda3	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.09.17"	PN	ANIM
P416468	person:delivers_animal  	lugal-nir-gal2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.43.05.00"	PN	ANIM
P416433	person:delivers_animal  	sanga	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.07.10.13"	PN	ANIM
P416457	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.04m.20 (intercalated) =? Šulgi.45.04.20 (intercalated?)"	ANIM	PN
P416478	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.05.29"	ANIM	PN
P416422	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.10.09"	ANIM	PN
P107575	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.03.29"	ANIM	PN
P107581	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.07.00"	ANIM	PN
P107590	person:delivers_animal  	sukkal	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.10.02"	PN	ANIM
P107591	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.10.29"	PN	ANIM
P107595	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.01.18 (us2 year)"	ANIM	PN
