tablet_num	relation_type	subject	object	providence	period	dates_referenced	subject_tag	object_tag
P124541	person:delivers_animal  	di-ku5	masz2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.05.09.19 (us2 year)"	PN	ANIM
P124543	person:delivers_animal  	lu2-{d}nanna	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.07.03.27"	PN	ANIM
P414583	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.43.05.00"	ANIM	PN
P124634	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.11.21"	PN	ANIM
P124641	person:delivers_animal  	sanga	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.06.19 (us2 year)"	PN	ANIM
P124646	person:delivers_animal  	sanga	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.02.00"	PN	ANIM
P124663	person:delivers_animal  	nir-i3-da-gal2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.02.03.00"	PN	ANIM
P424387	person:delivers_animal  	szesz-kal-la	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.04.04.00"	PN	ANIM
P124857	person:delivers_animal  	ur-{d}suen	az	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.11.29 (us2 year)"	PN	ANIM
P124858	person:delivers_animal  	ur-{d}en-lil2-la2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.06.26"	PN	ANIM
P124858	person_delivers:person_recieves	ur-nigar{gar}	ur-{d}en-lil2-la2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.06.26"	PN_1	PN_2
P125425	person:delivers_animal  	id-da-a	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.01.04"	PN	ANIM
P125435	person:delivers_animal  	szar-ru-um-ba-ni	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.09.08.25"	PN	ANIM
P125460	person:delivers_animal  	ra2-gaba	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.04.04 (us2 year)"	PN	ANIM
P125475	person:delivers_animal  	ARAD2-mu	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.12.15"	PN	ANIM
P125508	person:delivers_animal  	e2-a-i3-li2	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.10.18"	PN	ANIM
P125554	person:delivers_animal  	sanga	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.12.12"	PN	ANIM
P125580	person:delivers_animal  	sukkal	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.08.02.23"	PN	ANIM
P125630	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.11.23, Šulgi.48.11.29"	ANIM	PN
P125662	person:delivers_animal  	lu2-{d}nanna	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.03.05.00"	PN	ANIM
P125752	person:receives_animal  	sila4	szabra	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.07.04.00"	ANIM	PN
P125760	person:delivers_animal  	u4-da-tusz	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.04.05.00"	PN	ANIM
P125862	person:receives_animal  	masz2	lu2-bala-sa6-ga	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.08.01.00, Šū-Suen.08.12.00"	ANIM	PN
P125864	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.02.02.11"	PN	ANIM
P125864	person_delivers:person_recieves	e2-a-i3-li2	zabar-dab5	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.02.02.11"	PN_1	PN_2
P125996	person:receives_animal  	{ansze}kunga2	szesz-kal-la	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.12.00"	ANIM	PN
P126037	person:delivers_animal  	szabra	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.08.11.00"	PN	ANIM
P126078	person:receives_animal  	sila4	na-gada	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.10.26"	ANIM	PN
P126085	person:delivers_animal  	szabra	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.02.04 (us2 year)"	PN	ANIM
P126335	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.05.23"	ANIM	PN
P126368	person:delivers_animal  	ur-{d}en-lil2-la2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.35.05.00 (us2 year)"	PN	ANIM
P126368	person_delivers:person_recieves	ARAD2-mu	ur-{d}en-lil2-la2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.35.05.00 (us2 year)"	PN_1	PN_2
P126399	person:delivers_animal  	sanga	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.05.19 (us2 year)"	PN	ANIM
P126400	person:delivers_animal  	ARAD2-mu	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" --.--.--.--"	PN	ANIM
P126423	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.11.13 (us2 year)"	ANIM	PN
P126458	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.12.27"	ANIM	PN
P126474	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.08.19"	ANIM	PN
P126492	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.01.09 (us2 year)"	ANIM	PN
P126520	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.06.05.07"	ANIM	PN
P126560	person:delivers_animal  	id-da-a	masz2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" --.--.04.11"	PN	ANIM
P126582	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.11.26"	ANIM	PN
P126586	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.02.09m.00 (intercalated)"	ANIM	PN
P126628	person:has_son	szesz-kal-la	ur-{d}en-lil2-la2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" 00.00.00.00"	PN_1	PN_2
P332040	person:delivers_animal  	ARAD2-mu	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.07.12.00"	PN	ANIM
P126706	person:delivers_animal  	ARAD2-mu	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.04.04.09 (us2 year)"	PN	ANIM
P126744	person:delivers_animal  	szabra	masz2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.08.04.00"	PN	ANIM
P126797	person:delivers_animal  	ur-{d}en-lil2-la2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.00.00"	PN	ANIM
P126807	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.05.04 (us2 year)"	ANIM	PN
P201414	person:delivers_animal  	szar-ru-um-ba-ni	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.01.02.29"	PN	ANIM
P201414	person:has_son	lu2-{d}nanna	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.01.02.29"	PN_1	PN_2
P201441	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.08.04.30"	ANIM	PN
P201442	person:delivers_animal  	nu-banda3	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.01.08.00"	PN	ANIM
P127377	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.01.00"	ANIM	PN
P127827	person:delivers_animal  	nin-dingir	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.01.07.03"	PN	ANIM
P145559	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.05.05"	ANIM	PN
P421777	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.07.26"	ANIM	PN
P128394	person:delivers_animal  	muszen-du3	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.40.05.29 (us2 year)"	PN	ANIM
P128615	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.03.27"	ANIM	PN
P128596	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.06.05"	ANIM	PN
P128761	person:delivers_animal  	nar	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.12.15"	PN	ANIM
P128763	person:delivers_animal  	e2-a-i3-li2	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.12.27"	PN	ANIM
P128826	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.01.02 (us2-us2 year)"	ANIM	PN
P128829	person:receives_animal  	az	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.08.16"	ANIM	PN
P128831	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.12.04"	ANIM	PN
P128834	person:receives_animal  	az	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.07.26"	ANIM	PN
P128836	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.03.19"	ANIM	PN
P128837	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.12.20"	ANIM	PN
P218092	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.01.24"	ANIM	PN
P143517	person:delivers_animal  	ur-{d}en-lil2-la2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.43.06.00"	PN	ANIM
P143643	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.02.29 (us2 year)"	PN	ANIM
P143773	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.08.00"	ANIM	PN
P144366	person:delivers_animal  	szesz-kal-la	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.09.01.00, Amar-Suen.09.05.00"	PN	ANIM
P144554	person:delivers_animal  	szabra	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.03.08.00"	PN	ANIM
P144792	person:receives_animal  	sila4	zabar-dab5	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.05.01.00 (us2 year)"	ANIM	PN
P200572	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.10.00 (us2 year)"	PN	ANIM
P129411	person:delivers_animal  	e2-a-i3-li2	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.09.02"	PN	ANIM
P129413	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.31.12.00"	PN	ANIM
P129418	person:delivers_animal  	ur-nigar{gar}	masz2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.02.04"	PN	ANIM
P129435	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.11.07 (us2 year)"	ANIM	PN
P129436	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.01.15"	ANIM	PN
P129441	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.06.10.28"	ANIM	PN
P130329	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.05m.18 (intercalated) =? Šulgi.45.05.18 (intercalated?)"	ANIM	PN
P218013	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.03.02.21"	ANIM	PN
P130510	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.04.23"	ANIM	PN
P130879	person:delivers_animal  	szabra	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.33.08.00 (us2 year)"	PN	ANIM
P131843	person:delivers_animal  	szagina	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.02.11 (us2 year)"	PN	ANIM
P131940	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.43.06.00"	ANIM	PN
P131944	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.09.03"	ANIM	PN
P131957	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.43.09.00"	ANIM	PN
P131959	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.01.26"	PN	ANIM
P131969	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.09.20 (us2 year)"	ANIM	PN
P131974	person:delivers_animal  	nu-i3-da	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.05.11"	PN	ANIM
P131995	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.07.24"	ANIM	PN
P132001	person:delivers_animal  	lu2-{d}nanna	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.38.12.00 (us2 year)"	PN	ANIM
P132011	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.12.04"	ANIM	PN
P132076	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.07.03.00"	ANIM	PN
P132112	person:delivers_animal  	ur-{d}en-lil2-la2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.10.21"	PN	ANIM
P133838	person:delivers_animal  	ur-nigar{gar}	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.01.23 (us2 year)"	PN	ANIM
P133914	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.01.23"	ANIM	PN
P133937	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.11.23"	ANIM	PN
P133938	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.12.23"	ANIM	PN
P133943	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.10.04 (us2 year)"	ANIM	PN
P133944	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.01.14"	ANIM	PN
P133945	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.27.07.22"	ANIM	PN
P133949	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.02.08"	ANIM	PN
P133952	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.07.12"	ANIM	PN
P133953	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.09.21"	ANIM	PN
P133956	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.03.01.09"	ANIM	PN
P134268	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.07.08 (us2 year)"	ANIM	PN
P134787	person:delivers_animal  	sanga	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.00.00"	PN	ANIM
P134797	person:delivers_animal  	lu2-{d}nanna	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.11.27"	PN	ANIM
P134798	person:delivers_animal  	id-da-a	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.05.00"	PN	ANIM
P134873	person:delivers_animal  	sanga	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.12.04 (us2 year)"	PN	ANIM
P134874	person:delivers_animal  	zabar-dab5	az	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.01.13 (us2 year), Šulgi.47.01.28 (us2 year)"	PN	ANIM
P134877	person:delivers_animal  	sanga	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.07.29 (us2 year), Šulgi.47.07.30 (us2 year)"	PN	ANIM
P134879	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.10.00 (us2 year)"	PN	ANIM
P134883	person:delivers_animal  	lugal-nir-gal2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.08.00"	PN	ANIM
P134887	person:delivers_animal  	ur-{d}suen	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.06.10"	PN	ANIM
P134968	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.05.23 (us2 year)"	ANIM	PN
P134973	person:receives_animal  	az	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.04.25 (us2 year)"	ANIM	PN
P134975	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.08.11 (us2 year)"	ANIM	PN
P134981	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.09.05"	ANIM	PN
P134983	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.12.04"	ANIM	PN
P134984	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.02.13"	ANIM	PN
P136060	person:delivers_animal  	szar-ru-um-ba-ni	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.07.04.13"	PN	ANIM
P136070	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.11.00"	ANIM	PN
P136093	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.08.10 (us2 year)"	ANIM	PN
P136225	person:has_son	lu2-{d}nanna	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.08.12.29"	PN_1	PN_2
P136281	person:receives_animal  	masz2	szabra	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.04.08.00"	ANIM	PN
P235549	person:delivers_animal  	ARAD2-mu	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.42.00.00"	PN	ANIM
P200579	person:delivers_animal  	ur-{d}suen	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.04.05.03"	PN	ANIM
P142420	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.07.09 (us2 year)"	ANIM	PN
P142571	person:delivers_animal  	sanga	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.31.07.00"	PN	ANIM
P141940	person:receives_animal  	sila4	kuruszda	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.00.00 ?"	ANIM	PN
